Run,Number,Section,Index,Time,Value
1,4,3,459,7.6500,88.1147
1,4,3,460,7.6667,90.8040
1,4,3,461,7.6833,87.6174
1,4,3,462,7.7000,90.7058
1,4,3,463,7.7167,89.3475
1,4,3,464,7.7333,85.6572
1,4,3,465,7.7500,90.7080
1,4,3,466,7.7667,80.0335
1,4,3,467,7.7833,91.3878
1,4,3,468,7.8000,90.6461
1,4,3,469,7.8167,88.7169
1,4,3,470,7.8333,83.2414
1,4,3,471,7.8500,81.9354
1,4,3,472,7.8667,87.9006
1,4,3,473,7.8833,84.1452
1,4,3,474,7.9000,91.7906
1,4,3,475,7.9167,78.0763
1,4,3,476,7.9333,85.5073
1,4,3,477,7.9500,89.7737
1,4,3,478,7.9667,83.2488
1,4,3,479,7.9833,85.9137
1,4,3,480,8.0000,79.0359
1,4,3,481,8.0167,86.1529
1,4,3,482,8.0333,78.9789
1,4,3,483,8.0500,84.0365
1,4,3,484,8.0667,84.6692
1,4,3,485,8.0833,87.0470
1,4,3,486,8.1000,84.5428
1,4,3,487,8.1167,85.4784
1,4,3,488,8.1333,80.8631
1,4,3,489,8.1500,91.4453
1,4,3,490,8.1667,78.4641
1,4,3,491,8.1833,79.8755
1,4,3,492,8.2000,77.6921
1,4,3,493,8.2167,85.7863
1,4,3,494,8.2333,81.7818
1,4,3,495,8.2500,82.9338
1,4,3,496,8.2667,82.4322
1,4,3,497,8.2833,76.4583
1,4,3,498,8.3000,78.3588
1,4,3,499,8.3167,87.3240
1,4,3,500,8.3333,84.0260
1,4,3,501,8.3500,79.7420
1,4,3,502,8.3667,72.5761
1,4,3,503,8.3833,82.5185
1,4,3,504,8.4000,94.2884
1,4,3,505,8.4167,87.9258
1,4,3,506,8.4333,80.9097
1,4,3,507,8.4500,85.1964
1,4,3,508,8.4667,87.1335
1,4,3,509,8.4833,92.9138
1,4,3,510,8.5000,86.4075
1,4,3,511,8.5167,82.7979
1,4,3,512,8.5333,89.2704
1,4,3,513,8.5500,93.0129
1,4,3,514,8.5667,81.4773
1,4,3,515,8.5833,88.7135
1,4,3,516,8.6000,80.0039
1,4,3,517,8.6167,87.2695
1,4,3,518,8.6333,87.5197
1,4,3,519,8.6500,78.4827
1,4,3,520,8.6667,83.5953
1,4,3,521,8.6833,85.6017
1,4,3,522,8.7000,82.2210
1,4,3,523,8.7167,99.0000
1,4,3,524,8.7333,88.5632
1,4,3,525,8.7500,90.8669
1,4,3,526,8.7667,81.6327
1,4,3,527,8.7833,83.4645
1,4,3,528,8.8000,81.8356
1,4,3,529,8.8167,85.5372
1,4,3,530,8.8333,75.7183
1,4,3,531,8.8500,82.3972
1,4,3,532,8.8667,88.0870
1,4,3,533,8.8833,85.0610
1,4,3,534,8.9000,79.6764
1,4,3,535,8.9167,84.5118
1,4,3,536,8.9333,90.1609
1,4,3,537,8.9500,88.8196
1,4,3,538,8.9667,90.4688
1,4,3,539,8.9833,87.0129
1,4,3,540,9.0000,84.8712
1,4,3,541,9.0167,82.3069
1,4,3,542,9.0333,93.6406
1,4,3,543,9.0500,96.1441
1,4,3,544,9.0667,86.2991
1,4,3,545,9.0833,90.9557
1,4,3,546,9.1000,78.0014
1,4,3,547,9.1167,80.5359
1,4,3,548,9.1333,78.0942
1,4,3,549,9.1500,85.2779
1,4,3,550,9.1667,80.8938
1,4,3,551,9.1833,82.3359
1,4,3,552,9.2000,80.4752
1,4,3,553,9.2167,79.1344
1,4,3,554,9.2333,86.0144
1,4,3,555,9.2500,79.7334
1,4,3,556,9.2667,83.5273
1,4,3,557,9.2833,72.2594
1,4,3,558,9.3000,70.0541
1,4,3,559,9.3167,80.4564
1,4,3,560,9.3333,93.3493
1,4,3,561,9.3500,81.7880
1,4,3,562,9.3667,91.0046
1,4,3,563,9.3833,81.9142
1,4,3,564,9.4000,76.3413
1,4,3,565,9.4167,78.4496
1,4,3,566,9.4333,71.6767
1,4,3,567,9.4500,87.5725
1,4,3,568,9.4667,86.1446
1,4,3,569,9.4833,81.0137
1,4,3,570,9.5000,81.0172
1,4,3,571,9.5167,86.7155
1,4,3,572,9.5333,83.3151
1,4,3,573,9.5500,91.3208
1,4,3,574,9.5667,85.9924
1,4,3,575,9.5833,89.3384
1,4,3,576,9.6000,83.3231
1,4,3,577,9.6167,85.8390
1,4,3,578,9.6333,97.8402
1,4,3,579,9.6500,86.3114
1,4,3,580,9.6667,85.4650
1,4,3,581,9.6833,95.2297
1,4,3,582,9.7000,79.2361
1,4,3,583,9.7167,88.8486
1,4,3,584,9.7333,88.9811
1,4,3,585,9.7500,85.1283
1,4,3,586,9.7667,89.8613
1,4,3,587,9.7833,91.8549
1,4,3,588,9.8000,78.7565
1,4,3,589,9.8167,81.9636
1,4,3,590,9.8333,78.5973
1,4,3,591,9.8500,91.7678
1,4,3,592,9.8667,79.7372
1,4,3,593,9.8833,92.1582
1,4,3,594,9.9000,82.4456
1,4,3,595,9.9167,84.9299
1,4,3,596,9.9333,87.1520
1,4,3,597,9.9500,87.2588
1,4,3,598,9.9667,89.0322
1,4,3,599,9.9833,94.3860
1,5,1,1,0.0167,9.3846
1,5,1,2,0.0333,-0.1480
1,5,1,3,0.0500,2.0559
1,5,1,4,0.0667,6.1929
1,5,1,5,0.0833,2.4247
1,5,1,6,0.1000,-4.3526
1,5,1,7,0.1167,-2.2892
1,5,1,8,0.1333,4.8799
1,5,1,9,0.1500,-0.6372
1,5,1,10,0.1667,2.5413
1,5,1,11,0.1833,6.1093
1,5,1,12,0.2000,3.3821
1,5,1,13,0.2167,-0.9835
1,5,1,14,0.2333,3.0198
1,5,1,15,0.2500,3.6222
1,5,1,16,0.2667,-6.1763
1,5,1,17,0.2833,2.7522
1,5,1,18,0.3000,5.9179
1,5,1,19,0.3167,7.3662
1,5,1,20,0.3333,-2.9926
1,5,1,21,0.3500,6.8451
1,5,1,22,0.3667,-0.2711
1,5,1,23,0.3833,-4.1804
1,5,1,24,0.4000,2.4219
1,5,1,25,0.4167,-4.2362
1,5,1,26,0.4333,-2.7468
1,5,1,27,0.4500,-2.5405
1,5,1,28,0.4667,9.1209
1,5,1,29,0.4833,-4.8603
1,5,1,30,0.5000,3.7965
1,5,1,31,0.5167,-5.1589
1,5,1,32,0.5333,-10.9938
1,5,1,33,0.5500,8.8864
1,5,1,34,0.5667,-3.1020
1,5,1,35,0.5833,-0.3535
1,5,1,36,0.6000,7.2667
1,5,1,37,0.6167,1.2234
1,5,1,38,0.6333,5.1745
1,5,1,39,0.6500,-4.5125
1,5,1,40,0.6667,0.1948
1,5,1,41,0.6833,-1.6129
1,5,1,42,0.7000,4.1192
1,5,1,43,0.7167,1.2540
1,5,1,44,0.7333,-0.9274
1,5,1,45,0.7500,0.8477
1,5,1,46,0.7667,-4.4704
1,5,1,47,0.7833,1.6032
1,5,1,48,0.8000,1.6998
1,5,1,49,0.8167,-0.2393
1,5,1,50,0.8333,4.4296
1,5,1,51,0.8500,3.3550
1,5,1,52,0.8667,6.8514
1,5,1,53,0.8833,-2.0793
1,5,1,54,0.9000,-0.4687
1,5,1,55,0.9167,-0.0482
1,5,1,56,0.9333,2.4646
1,5,1,57,0.9500,-2.6971
1,5,1,58,0.9667,-1.7657
1,5,1,59,0.9833,3.0889
1,5,1,60,1.0000,-2.5560
1,5,1,61,1.0167,-0.4147
1,5,1,62,1.0333,6.0163
1,5,1,63,1.0500,-1.4895
1,5,1,64,1.0667,1.8025
1,5,2,65,1.0833,8.8394
1,5,2,66,1.1000,3.3007
1,5,2,67,1.1167,4.5780
1,5,2,68,1.1333,6.5371
1,5,2,69,1.1500,-0.8352
1,5,2,70,1.1667,4.6710
1,5,2,71,1.1833,14.0547
1,5,2,72,1.2000,12.6319
1,5,2,73,1.2167,3.3342
1,5,2,74,1.2333,2.4122
1,5,2,75,1.2500,4.5397
1,5,2,76,1.2667,-3.0245
1,5,2,77,1.2833,3.8997
1,5,2,78,1.3000,3.4060
1,5,2,79,1.3167,6.3213
1,5,2,80,1.3333,10.7327
1,5,2,81,1.3500,5.5004
1,5,2,82,1.3667,4.3226
1,5,2,83,1.3833,6.6078
1,5,2,84,1.4000,12.2993
1,5,2,85,1.4167,0.1648
1,5,2,86,1.4333,-7.0667
1,5,2,87,1.4500,8.9789
1,5,2,88,1.4667,3.8944
1,5,2,89,1.4833,4.3364
1,5,2,90,1.5000,0.5173
1,5,2,91,1.5167,5.7970
1,5,2,92,1.5333,11.6358
1,5,2,93,1.5500,3.6444
1,5,2,94,1.5667,8.2624
1,5,2,95,1.5833,14.4760
1,5,2,96,1.6000,-0.9165
1,5,2,97,1.6167,14.4234
1,5,2,98,1.6333,6.8386
1,5,2,99,1.6500,8.1102
1,5,2,100,1.6667,20.9592
1,5,2,101,1.6833,23.1254
1,5,2,102,1.7000,12.1166
1,5,2,103,1.7167,14.5248
1,5,2,104,1.7333,22.6659
1,5,2,105,1.7500,12.1065
1,5,2,106,1.7667,16.3347
1,5,2,107,1.7833,20.9149
1,5,2,108,1.8000,20.2771
1,5,2,109,1.8167,28.5371
1,5,2,110,1.8333,24.8388
1,5,2,111,1.8500,24.7809
1,5,2,112,1.8667,28.1198
1,5,2,113,1.8833,13.9141
1,5,2,114,1.9000,22.2524
1,5,2,115,1.9167,24.9800
1,5,2,116,1.9333,25.5445
1,5,2,117,1.9500,22.1514
1,5,2,118,1.9667,23.5211
1,5,2,119,1.9833,26.7789
1,5,2,120,2.0000,28.1548
1,5,2,121,2.0167,28.9463
1,5,2,122,2.0333,23.9360
1,5,2,123,2.0500,18.4767
1,5,2,124,2.0667,33.7895
1,5,2,125,2.0833,29.6845
1,5,2,126,2.1000,35.3450
1,5,2,127,2.1167,32.7805
1,5,2,128,2.1333,35.3580
1,5,2,129,2.1500,30.2320
1,5,2,130,2.1667,18.1770
1,5,2,131,2.1833,38.4945
1,5,2,132,2.2000,34.9790
1,5,2,133,2.2167,36.7884
1,5,2,134,2.2333,32.9804
1,5,2,135,2.2500,33.2713
1,5,2,136,2.2667,23.3558
1,5,2,137,2.2833,26.0862
1,5,2,138,2.3000,24.4856
1,5,2,139,2.3167,27.0332
1,5,2,140,2.3333,22.9332
1,5,2,141,2.3500,36.8833
1,5,2,142,2.3667,24.8017
1,5,2,143,2.3833,42.5475
1,5,2,144,2.4000,34.5563
1,5,2,145,2.4167,30.0991
1,5,2,146,2.4333,33.0106
1,5,2,147,2.4500,29.1657
1,5,2,148,2.4667,35.1355
1,5,2,149,2.4833,34.3504
1,5,2,150,2.5000,37.4113
1,5,2,151,2.5167,38.1671
1,5,2,152,2.5333,44.4622
1,5,2,153,2.5500,40.5303
1,5,2,154,2.5667,37.0643
1,5,2,155,2.5833,38.0341
1,5,2,156,2.6000,41.6656
1,5,2,157,2.6167,44.4281
1,5,2,158,2.6333,32.4957
1,5,2,159,2.6500,40.5436
1,5,2,160,2.6667,44.2037
1,5,2,161,2.6833,44.8278
1,5,2,162,2.7000,38.0358
1,5,2,163,2.7167,49.5048
1,5,2,164,2.7333,52.0178
1,5,2,165,2.7500,60.2558
1,5,2,166,2.7667,50.5581
1,5,2,167,2.7833,47.3183
1,5,2,168,2.8000,46.6926
1,5,2,169,2.8167,51.1872
1,5,2,170,2.8333,50.9310
1,5,2,171,2.8500,47.3983
1,5,2,172,2.8667,50.2978
1,5,2,173,2.8833,51.4557
1,5,2,174,2.9000,56.3169
1,5,2,175,2.9167,57.1497
1,5,2,176,2.9333,58.8043
1,5,2,177,2.9500,52.3250
1,5,2,178,2.9667,57.6221
1,5,2,179,2.9833,55.3005
1,5,2,180,3.0000,58.7322
1,5,2,181,3.0167,55.4283
1,5,2,182,3.0333,55.8852
1,5,2,183,3.0500,61.2937
1,5,2,184,3.0667,56.8909
1,5,2,185,3.0833,53.5078
1,5,2,186,3.1000,52.7843
1,5,2,187,3.1167,59.0939
1,5,2,188,3.1333,54.0776
1,5,2,189,3.1500,57.1675
1,5,2,190,3.1667,53.4503
1,5,2,191,3.1833,66.5482
1,5,2,192,3.2000,60.2133
1,5,2,193,3.2167,54.3695
1,5,2,194,3.2333,60.0516
1,5,2,195,3.2500,49.2757
1,5,2,196,3.2667,61.0929
1,5,2,197,3.2833,65.5981
1,5,2,198,3.3000,53.4432
1,5,2,199,3.3167,60.4960
1,5,2,200,3.3333,54.2128
1,5,2,201,3.3500,55.8631
1,5,2,202,3.3667,58.8782
1,5,2,203,3.3833,59.2090
1,5,2,204,3.4000,67.5451
1,5,2,205,3.4167,50.3936
1,5,2,206,3.4333,72.5190
1,5,2,207,3.4500,54.5508
1,5,2,208,3.4667,58.2039
1,5,2,209,3.4833,62.9872
1,5,2,210,3.5000,63.1849
1,5,2,211,3.5167,48.7983
1,5,2,212,3.5333,65.1724
1,5,2,213,3.5500,62.4642
1,5,2,214,3.5667,66.3556
1,5,2,215,3.5833,64.7545
1,5,2,216,3.6000,64.3363
1,5,2,217,3.6167,76.3564
1,5,2,218,3.6333,68.6931
1,5,2,219,3.6500,62.8871
1,5,2,220,3.6667,70.4560
1,5,2,221,3.6833,67.7721
1,5,2,222,3.7000,72.9150
1,5,2,223,3.7167,74.5918
1,5,2,224,3.7333,75.2573
1,5,2,225,3.7500,66.1466
1,5,2,226,3.7667,67.4817
1,5,2,227,3.7833,76.0150
1,5,2,228,3.8000,80.4739
1,5,2,229,3.8167,84.8914
1,5,2,230,3.8333,75.3847
1,5,2,231,3.8500,74.0842
1,5,2,232,3.8667,79.4031
1,5,2,233,3.8833,86.6277
1,5,2,234,3.9000,82.5376
1,5,2,235,3.9167,82.3833
1,5,2,236,3.9333,79.5657
1,5,2,237,3.9500,84.5007
1,5,2,238,3.9667,74.3563
1,5,2,239,3.9833,79.7400
1,5,2,240,4.0000,87.7687
1,5,2,241,4.0167,77.8968
1,5,2,242,4.0333,79.1825
1,5,2,243,4.0500,88.0075
1,5,2,244,4.0667,85.8326
1,5,2,245,4.0833,88.7403
1,5,2,246,4.1000,84.1881
1,5,2,247,4.1167,87.3072
1,5,2,248,4.1333,87.4804
1,5,2,249,4.1500,87.5220
1,5,2,250,4.1667,84.3495
1,5,3,251,4.1833,86.7241
1,5,3,252,4.2000,83.5565
1,5,3,253,4.2167,78.3580
1,5,3,254,4.2333,88.1755
1,5,3,255,4.2500,81.1356
1,5,3,256,4.2667,85.9270
1,5,3,257,4.2833,79.7218
1,5,3,258,4.3000,77.6744
1,5,3,259,4.3167,80.7473
1,5,3,260,4.3333,78.5430
1,5,3,261,4.3500,85.6889
1,5,3,262,4.3667,86.9553
1,5,3,263,4.3833,85.2142
1,5,3,264,4.4000,80.2957
1,5,3,265,4.4167,76.7754
1,5,3,266,4.4333,84.2158
1,5,3,267,4.4500,70.8666
1,5,3,268,4.4667,85.9378
1,5,3,269,4.4833,81.4900
1,5,3,270,4.5000,85.2395
1,5,3,271,4.5167,83.8510
1,5,3,272,4.5333,76.7729
1,5,3,273,4.5500,83.2341
1,5,3,274,4.5667,77.9754
1,5,3,275,4.5833,77.5616
1,5,3,276,4.6000,79.3891
1,5,3,277,4.6167,85.8342
1,5,3,278,4.6333,82.9506
1,5,3,279,4.6500,87.0757
1,5,3,280,4.6667,85.8565
1,5,3,281,4.6833,82.7661
1,5,3,282,4.7000,96.7883
1,5,3,283,4.7167,80.0976
1,5,3,284,4.7333,89.1353
1,5,3,285,4.7500,88.1183
1,5,3,286,4.7667,97.9062
1,5,3,287,4.7833,93.2084
1,5,3,288,4.8000,88.4791
1,5,3,289,4.8167,87.8113
1,5,3,290,4.8333,81.9536
1,5,3,291,4.8500,87.2441
1,5,3,292,4.8667,91.3075
1,5,3,293,4.8833,91.3678
1,5,3,294,4.9000,86.8261
1,5,3,295,4.9167,82.1208
1,5,3,296,4.9333,85.0545
1,5,3,297,4.9500,80.6736
1,5,3,298,4.9667,78.1475
1,5,3,299,4.9833,95.9277
1,5,3,300,5.0000,95.4542
1,5,3,301,5.0167,80.9470
1,5,3,302,5.0333,92.0211
1,5,3,303,5.0500,91.0401
1,5,3,304,5.0667,82.7155
1,5,3,305,5.0833,94.1840
1,5,3,306,5.1000,89.2818
1,5,3,307,5.1167,84.2755
1,5,3,308,5.1333,82.6073
1,5,3,309,5.1500,85.2656
1,5,3,310,5.1667,98.6756
1,5,3,311,5.1833,80.4724
1,5,3,312,5.2000,90.0903
1,5,3,313,5.2167,76.4520
1,5,3,314,5.2333,80.2944
1,5,3,315,5.2500,85.2084
1,5,3,316,5.2667,86.4612
1,5,3,317,5.2833,88.9109
1,5,3,318,5.3000,76.2137
1,5,3,319,5.3167,83.1483
1,5,3,320,5.3333,81.4607
1,5,3,321,5.3500,78.0107
1,5,3,322,5.3667,83.1937
1,5,3,323,5.3833,79.9854
1,5,3,324,5.4000,75.7476
1,5,3,325,5.4167,81.2720
1,5,3,326,5.4333,83.2278
1,5,3,327,5.4500,79.5985
1,5,3,328,5.4667,86.9075
1,5,3,329,5.4833,78.3624
1,5,3,330,5.5000,75.2419
1,5,3,331,5.5167,87.6383
1,5,3,332,5.5333,76.4492
1,5,3,333,5.5500,80.5747
1,5,3,334,5.5667,79.0751
1,5,3,335,5.5833,84.5373
1,5,3,336,5.6000,86.3388
1,5,3,337,5.6167,78.2514
1,5,3,338,5.6333,85.3815
1,5,3,339,5.6500,80.6548
1,5,3,340,5.6667,82.6633
1,5,3,341,5.6833,78.8767
1,5,3,342,5.7000,80.3024
1,5,3,343,5.7167,82.7180
1,5,3,344,5.7333,86.4049
1,5,3,345,5.7500,85.1711
1,5,3,346,5.7667,84.2395
1,5,3,347,5.7833,83.2689
1,5,3,348,5.8000,91.0223
1,5,3,349,5.8167,84.2795
1,5,3,350,5.8333,86.6415
1,5,3,351,5.8500,81.5863
1,5,3,352,5.8667,88.4828
1,5,3,353,5.8833,84.8774
1,5,3,354,5.9000,93.6718
1,5,3,355,5.9167,91.3081
1,5,3,356,5.9333,81.8698
1,5,3,357,5.9500,96.8837
1,5,3,358,5.9667,99.7066
1,5,3,359,5.9833,89.6028
1,5,3,360,6.0000,86.0158
1,5,3,361,6.0167,88.7313
1,5,3,362,6.0333,87.1300
1,5,3,363,6.0500,90.5857
1,5,3,364,6.0667,82.0284
1,5,3,365,6.0833,87.0896
1,5,3,366,6.1000,89.9544
1,5,3,367,6.1167,88.0621
1,5,3,368,6.1333,84.6670
1,5,3,369,6.1500,82.2318
1,5,3,370,6.1667,90.7894
1,5,3,371,6.1833,72.9198
1,5,3,372,6.2000,86.4404
1,5,3,373,6.2167,87.6405
1,5,3,374,6.2333,83.5703
1,5,3,375,6.2500,90.0740
1,5,3,376,6.2667,89.7856
1,5,3,377,6.2833,93.8948
1,5,3,378,6.3000,75.8633
1,5,3,379,6.3167,88.5780
1,5,3,380,6.3333,81.5373
1,5,3,381,6.3500,75.0773
1,5,3,382,6.3667,78.5214
1,5,3,383,6.3833,83.7987
1,5,3,384,6.4000,76.4132
1,5,3,385,6.4167,80.3594
1,5,3,386,6.4333,86.9788
1,5,3,387,6.4500,87.3063
1,5,3,388,6.4667,82.0047
1,5,3,389,6.4833,78.8973
1,5,3,390,6.5000,94.7193
1,5,3,391,6.5167,85.7804
1,5,3,392,6.5333,93.3562
1,5,3,393,6.5500,79.8075
1,5,3,394,6.5667,86.7169
1,5,3,395,6.5833,91.8612
1,5,3,396,6.6000,71.4079
1,5,3,397,6.6167,82.2652
1,5,3,398,6.6333,86.8639
1,5,3,399,6.6500,77.5423
1,5,3,400,6.6667,80.7293
1,5,3,401,6.6833,67.7241
1,5,3,402,6.7000,84.2832
1,5,3,403,6.7167,87.7976
1,5,3,404,6.7333,98.1630
1,5,3,405,6.7500,78.6924
1,5,3,406,6.7667,86.6546
1,5,3,407,6.7833,92.3594
1,5,3,408,6.8000,97.1294
1,5,3,409,6.8167,84.2670
1,5,3,410,6.8333,89.4922
1,5,3,411,6.8500,95.0257
1,5,3,412,6.8667,75.8705
1,5,3,413,6.8833,80.6827
1,5,3,414,6.9000,91.8567
1,5,3,415,6.9167,94.8322
1,5,3,416,6.9333,83.0497
1,5,3,417,6.9500,81.7958
1,5,3,418,6.9667,91.2756
1,5,3,419,6.9833,92.6431
1,5,3,420,7.0000,90.6989
1,5,3,421,7.0167,88.1535
1,5,3,422,7.0333,82.4275
1,5,3,423,7.0500,86.8164
1,5,3,424,7.0667,80.6639
1,5,3,425,7.0833,77.2659
1,5,3,426,7.1000,83.4882
1,5,3,427,7.1167,81.1663
1,5,3,428,7.1333,88.4891
1,5,3,429,7.1500,84.3966
1,5,3,430,7.1667,91.3079
1,5,3,431,7.1833,86.5083
1,5,3,432,7.2000,90.2306
1,5,3,433,7.2167,82.6489
1,5,3,434,7.2333,88.0417
1,5,3,435,7.2500,81.8487
1,5,3,436,7.2667,86.3257
1,5,3,437,7.2833,84.9949
1,5,3,438,7.3000,84.7625
1,5,3,439,7.3167,82.7081
1,5,3,440,7.3333,83.3619
1,5,3,441,7.3500,81.9778
1,5,3,442,7.3667,83.8514
1,5,3,443,7.3833,83.5571
1,5,3,444,7.4000,81.3573
1,5,3,445,7.4167,74.0179
1,5,3,446,7.4333,80.5606
1,5,3,447,7.4500,76.0751
1,5,3,448,7.4667,82.2339
1,5,3,449,7.4833,75.3455
1,5,3,450,7.5000,90.6238
1,5,3,451,7.5167,73.9590
1,5,3,452,7.5333,91.6153
1,5,3,453,7.5500,88.7144
1,5,3,454,7.5667,83.5750
1,5,3,455,7.5833,89.7771
1,5,3,456,7.6000,83.9118
1,5,3,457,7.6167,83.9689
1,5,3,458,7.6333,76.1398
1,5,3,459,7.6500,83.7484
1,5,3,460,7.6667,89.5980
1,5,3,461,7.6833,84.7088
1,5,3,462,7.7000,81.3536
1,5,3,463,7.7167,80.4467
1,5,3,464,7.7333,77.5207
1,5,3,465,7.7500,84.0721
1,5,3,466,7.7667,85.0947
1,5,3,467,7.7833,78.1771
1,5,3,468,7.8000,89.4227
1,5,3,469,7.8167,89.9791
1,5,3,470,7.8333,86.3064
1,5,3,471,7.8500,88.7786
1,5,3,472,7.8667,88.2339
1,5,3,473,7.8833,87.7337
1,5,3,474,7.9000,83.9111
1,5,3,475,7.9167,74.0839
1,5,3,476,7.9333,81.4254
1,5,3,477,7.9500,86.7560
1,5,3,478,7.9667,85.3121
1,5,3,479,7.9833,89.1078
1,5,3,480,8.0000,89.2107
1,5,3,481,8.0167,93.5666
1,5,3,482,8.0333,85.5845
1,5,3,483,8.0500,87.2919
1,5,3,484,8.0667,88.6880
1,5,3,485,8.0833,87.6903
1,5,3,486,8.1000,88.4665
1,5,3,487,8.1167,90.1620
1,5,3,488,8.1333,81.1916
1,5,3,489,8.1500,84.1587
1,5,3,490,8.1667,79.7404
1,5,3,491,8.1833,91.5348
1,5,3,492,8.2000,77.6051
1,5,3,493,8.2167,84.0169
1,5,3,494,8.2333,80.8250
1,5,3,495,8.2500,89.5456
1,5,3,496,8.2667,79.5513
1,5,3,497,8.2833,93.8287
1,5,3,498,8.3000,85.5561
1,5,3,499,8.3167,89.4057
1,5,3,500,8.3333,80.1599
1,5,3,501,8.3500,90.1793
1,5,3,502,8.3667,89.0152
1,5,3,503,8.3833,86.7882
1,5,3,504,8.4000,73.6893
1,5,3,505,8.4167,83.3338
1,5,3,506,8.4333,86.0333
1,5,3,507,8.4500,90.1167
1,5,3,508,8.4667,90.3711
1,5,3,509,8.4833,78.6613
1,5,3,510,8.5000,75.3705
1,5,3,511,8.5167,75.8191
1,5,3,512,8.5333,79.7919
1,5,3,513,8.5500,94.5590
1,5,3,514,8.5667,82.2001
1,5,3,515,8.5833,79.4822
1,5,3,516,8.6000,81.2131
1,5,3,517,8.6167,77.0563
1,5,3,518,8.6333,86.8392
1,5,3,519,8.6500,83.7016
1,5,3,520,8.6667,88.5414
1,5,3,521,8.6833,82.1759
1,5,3,522,8.7000,82.9645
1,5,3,523,8.7167,77.7894
1,5,3,524,8.7333,81.1738
1,5,3,525,8.7500,81.5793
1,5,3,526,8.7667,79.1922
1,5,3,527,8.7833,83.7269
1,5,3,528,8.8000,86.3513
1,5,3,529,8.8167,91.2437
1,5,3,530,8.8333,88.3629
1,5,3,531,8.8500,89.3635
1,5,3,532,8.8667,90.1630
1,5,3,533,8.8833,92.2833
1,5,3,534,8.9000,91.4139
1,5,3,535,8.9167,90.1335
1,5,3,536,8.9333,80.4533
1,5,3,537,8.9500,82.8162
1,5,3,538,8.9667,89.3224
1,5,3,539,8.9833,95.2368
1,5,3,540,9.0000,83.3724
1,5,3,541,9.0167,99.0000
1,5,3,542,9.0333,92.3293
1,5,3,543,9.0500,89.9156
1,5,3,544,9.0667,86.0553
1,5,3,545,9.0833,91.1887
1,5,3,546,9.1000,92.2250
1,5,3,547,9.1167,85.4371
1,5,3,548,9.1333,76.6615
1,5,3,549,9.1500,79.6611
1,5,3,550,9.1667,81.7678
1,5,3,551,9.1833,88.1553
1,5,3,552,9.2000,75.6180
1,5,3,553,9.2167,92.2376
1,5,3,554,9.2333,83.2659
1,5,3,555,9.2500,92.4291
1,5,3,556,9.2667,79.7880
1,5,3,557,9.2833,79.9775
1,5,3,558,9.3000,77.7635
1,5,3,559,9.3167,87.3761
1,5,3,560,9.3333,73.0097
1,5,3,561,9.3500,85.0190
1,5,3,562,9.3667,89.2875
1,5,3,563,9.3833,80.3066
1,5,3,564,9.4000,80.2054
1,5,3,565,9.4167,69.6906
1,5,3,566,9.4333,83.0227
1,5,3,567,9.4500,84.6518
1,5,3,568,9.4667,83.5619
1,5,3,569,9.4833,84.1289
1,5,3,570,9.5000,91.5399
1,5,3,571,9.5167,88.3723
1,5,3,572,9.5333,72.3661
1,5,3,573,9.5500,81.1449
1,5,3,574,9.5667,87.3357
1,5,3,575,9.5833,88.6855
1,5,3,576,9.6000,76.8560
1,5,3,577,9.6167,85.2860
1,5,3,578,9.6333,86.1678
1,5,3,579,9.6500,76.8967
1,5,3,580,9.6667,85.6634
1,5,3,581,9.6833,89.1045
1,5,3,582,9.7000,84.7375
1,5,3,583,9.7167,85.8837
1,5,3,584,9.7333,84.6891
1,5,3,585,9.7500,78.6409
1,5,3,586,9.7667,92.0061
1,5,3,587,9.7833,90.2197
1,5,3,588,9.8000,92.2245
1,5,3,589,9.8167,93.7626
1,5,3,590,9.8333,79.9534
1,5,3,591,9.8500,92.7946
1,5,3,592,9.8667,89.1810
1,5,3,593,9.8833,92.3565
1,5,3,594,9.9000,88.7370
1,5,3,595,9.9167,86.3302
1,5,3,596,9.9333,78.6174
1,5,3,597,9.9500,88.7236
1,5,3,598,9.9667,90.9978
1,5,3,599,9.9833,84.8787
1,6,1,1,0.0167,-1.8357
1,6,1,2,0.0333,3.6034
1,6,1,3,0.0500,-1.6605
1,6,1,4,0.0667,1.5369
1,6,1,5,0.0833,-1.5861
1,6,1,6,0.1000,-6.7669
1,6,1,7,0.1167,-7.8176
1,6,1,8,0.1333,14.7044
1,6,1,9,0.1500,12.5730
1,6,1,10,0.1667,5.6149
1,6,1,11,0.1833,7.8261
1,6,1,12,0.2000,5.8406
1,6,1,13,0.2167,2.8623
1,6,1,14,0.2333,-5.3398
1,6,1,15,0.2500,-5.0315
1,6,1,16,0.2667,-4.2839
1,6,1,17,0.2833,-2.3110
1,6,1,18,0.3000,6.2527
1,6,1,19,0.3167,1.0820
1,6,1,20,0.3333,-1.6042
1,6,1,21,0.3500,-0.0102
1,6,1,22,0.3667,2.2970
1,6,1,23,0.3833,-4.1581
1,6,1,24,0.4000,3.6487
1,6,1,25,0.4167,-1.8473
1,6,1,26,0.4333,1.1399
1,6,1,27,0.4500,-6.3070
1,6,1,28,0.4667,-7.3581
1,6,1,29,0.4833,-3.9187
1,6,1,30,0.5000,-2.3085
1,6,1,31,0.5167,-3.6217
1,6,1,32,0.5333,2.2197
1,6,1,33,0.5500,9.1131
